industry,origin_city,dest_tier,shipments_per_day,avg_weight,avg_distance_km,pct_same_day,pct_4hr,peak_window,on_time_importance,current_provider,cur_delivery_time_hr,cur_cost_aed,fuel_cost,driver_wage,vehicle_type,maint_cost_per_km,delay_rate_pct,delay_reason,delay_churn_pct,csat_current,nps_current,repeat_rate,complaint_count,complaint_category,faster_rev_impact,sales_uplift_pct,premium_wtp,cost_vs_speed,switch_likelihood,avg_stops,return_pickups_pct,traffic_level,cold_chain_pct,cust_time_pref,speed_rankings,price_rankings,switch_reason,adoption_drivers,churn_threshold,target_cost_per_km,fuel_sensitivity_pct,desired_cost_redux,roi_months,primary_kpi
groceries,Abu Dhabi,Tier-1 urban,89.42,1.46,17.81,4.76,13.01,10 am–2 pm,4,Traditional 3PL,7.93,21.07,6.0,17.35,Van,1.97,13.24,Wrong routing,47.18,2,7,5.61,0,Late delivery,Yes,22.89,6.25,Cost over speed,2,4,0,Moderate,66,Afternoon,"[2, 1, 5, 4, 3]","[2, 5, 1, 4, 3]",Service,Real-time tracking,After 1 miss,1.82,31.42,23.72,8,Delivery time
e-commerce,Abu Dhabi,Tier-2 suburban,38.29,6.18,18.26,39.88,7.53,10 am–2 pm,1,Competitor B,6.43,28.97,2.1,26.55,Van,2.45,44.73,Traffic,43.97,9,-33,34.98,0,Late delivery,Yes,21.13,4.62,Both equal,1,6,78,Moderate,73,Anytime,"[5, 1, 4, 3, 2]","[3, 2, 4, 5, 1]",Reliability,"COD handling, Real-time tracking, AI ETA accuracy",3 misses,1.72,3.75,6.58,6,Delivery time
other,Sharjah,Tier-2 suburban,10.12,3.91,25.32,11.94,7.41,10 am–2 pm,2,In-house,8.29,30.27,3.73,22.49,Truck,4.28,37.15,Traffic,3.49,7,96,9.83,1,Late delivery,No,6.89,3.8,Cost over speed,2,8,59,Moderate,54,Afternoon,"[5, 1, 2, 3, 4]","[4, 2, 3, 1, 5]",Speed,AI ETA accuracy,After 1 miss,2.7,21.01,27.26,11,On-time %
groceries,Dubai,Tier-1 urban,35.85,1.79,21.69,20.8,54.71,6–10 am,3,Competitor A,1.25,30.46,3.32,29.61,Truck,1.99,7.27,Vehicle breakdown,40.56,1,56,39.23,1,High cost,No,14.74,3.97,Both equal,2,4,70,Moderate,98,Morning,"[2, 4, 5, 3, 1]","[4, 3, 1, 2, 5]",Tech features,AI ETA accuracy,After 1 miss,2.26,43.49,21.16,3,Delivery time
pharma,Dubai,Tier-2 suburban,37.56,5.84,19.43,24.06,45.83,6–10 pm,1,Competitor A,7.93,61.43,2.81,23.17,Truck,2.73,13.63,Traffic,17.94,8,63,20.42,2,Late delivery,Yes,52.64,2.09,Cost over speed,2,2,88,Moderate,1,Anytime,"[1, 2, 5, 4, 3]","[4, 1, 2, 3, 5]",Speed,24/7 support,3 misses,1.8,9.1,21.71,4,On-time %
groceries,Sharjah,Tier-1 urban,4.34,4.71,21.62,20.1,46.92,2–6 pm,4,Competitor A,1.89,25.67,3.21,10.0,Truck,1.48,12.02,Wrong routing,24.92,1,76,32.27,2,High cost,No,28.96,4.33,Cost over speed,2,8,72,Moderate,100,Anytime,"[2, 1, 3, 4, 5]","[5, 3, 2, 4, 1]",Cost,"Real-time tracking, 24/7 support, COD handling",3 misses,3.07,24.78,21.39,10,CSAT
fashion,Dubai,Tier-1 urban,46.61,6.21,1.0,21.39,5.02,2–6 pm,3,Competitor A,6.74,25.08,4.02,10.01,Truck,1.51,12.36,Traffic,56.85,6,-13,15.92,0,Late delivery,Yes,17.0,9.02,Speed over cost,3,7,9,Moderate,64,Afternoon,"[2, 4, 5, 1, 3]","[2, 1, 3, 5, 4]",Speed,"COD handling, AI ETA accuracy",3 misses,1.43,60.96,16.65,3,CSAT
pharma,Dubai,Tier-2 suburban,25.11,3.12,12.22,8.82,23.51,10 am–2 pm,5,Traditional 3PL,3.35,9.28,3.9,17.37,Van,1.96,43.75,Traffic,2.16,6,-95,6.48,1,Late delivery,No,30.63,6.76,Cost over speed,3,7,3,Heavy,3,Morning,"[3, 2, 1, 5, 4]","[3, 1, 5, 4, 2]",Speed,"Real-time tracking, 24/7 support",5 misses,1.92,32.09,13.57,4,Cost per delivery
e-commerce,Dubai,Tier-1 urban,54.87,2.96,16.94,25.86,19.52,10 am–2 pm,4,Competitor B,2.5,31.63,3.68,21.2,Truck,0.73,10.88,Wrong routing,46.43,4,69,29.68,0,Late delivery,No,22.7,20.0,Cost over speed,3,4,98,Moderate,99,Morning,"[5, 1, 3, 4, 2]","[4, 5, 1, 2, 3]",Service,"CO₂ reporting, COD handling, Real-time tracking",After 1 miss,2.55,33.48,56.91,4,CO₂ emissions
e-commerce,Sharjah,Tier-1 urban,33.79,0.2,22.94,40.41,42.51,10 am–2 pm,5,Competitor A,6.87,19.45,3.17,13.42,Van,1.43,19.92,Traffic,54.81,1,-13,18.12,2,Late delivery,No,7.81,6.55,Speed over cost,5,6,25,Moderate,10,Afternoon,"[5, 3, 4, 2, 1]","[5, 2, 3, 4, 1]",Service,AI ETA accuracy,Would stay,3.28,13.4,30.16,4,Cost per delivery
pharma,Dubai,Tier-1 urban,33.52,3.96,3.24,28.24,48.54,10 am–2 pm,3,Competitor A,6.58,17.69,3.22,18.5,Truck,1.52,8.6,Customs,27.66,2,-26,42.24,2,High cost,No,16.66,5.39,Both equal,5,9,100,Light,85,Evening,"[5, 4, 1, 2, 3]","[3, 4, 5, 1, 2]",Speed,"COD handling, CO₂ reporting, 24/7 support",3 misses,4.17,22.72,11.82,10,Delivery time
fashion,Sharjah,Tier-2 suburban,55.02,6.22,2.24,5.73,29.55,10 am–2 pm,3,Traditional 3PL,6.09,8.83,3.76,26.5,Bike,3.87,28.75,Vehicle breakdown,33.04,9,42,27.63,1,Damaged goods,Yes,7.97,2.83,Both equal,1,4,55,Moderate,64,Morning,"[1, 5, 3, 4, 2]","[3, 5, 2, 4, 1]",Reliability,CO₂ reporting,3 misses,2.19,29.14,15.7,9,Cost per delivery
groceries,Dubai,Tier-1 urban,23.25,2.79,2.11,79.17,36.11,6–10 am,4,Traditional 3PL,7.17,25.09,3.59,15.9,Van,1.75,25.76,Customs,38.0,2,51,14.84,0,Late delivery,No,33.68,3.42,Speed over cost,4,1,10,Heavy,5,Evening,"[2, 1, 4, 3, 5]","[2, 1, 5, 4, 3]",Cost,Real-time tracking,3 misses,2.05,7.03,19.59,3,Delivery time
e-commerce,Abu Dhabi,Rural,10.35,1.56,10.96,44.91,30.53,6–10 am,4,Competitor A,2.01,21.17,3.36,24.71,Truck,1.01,32.61,Customs,12.44,1,3,48.81,0,Late delivery,Yes,2.86,2.88,Both equal,2,5,85,Moderate,29,Morning,"[4, 1, 5, 2, 3]","[3, 1, 2, 5, 4]",Service,"COD handling, Real-time tracking",After 1 miss,2.13,45.01,33.19,8,On-time %
e-commerce,Abu Dhabi,Tier-1 urban,34.12,4.81,17.71,44.87,25.17,10 am–2 pm,5,Competitor A,1.74,9.31,3.58,13.31,Van,2.05,39.14,Driver shortage,16.86,9,-46,24.88,2,High cost,Yes,24.86,9.61,Both equal,3,7,58,Moderate,46,Anytime,"[2, 4, 3, 5, 1]","[5, 4, 3, 1, 2]",Cost,"24/7 support, COD handling, Real-time tracking",After 1 miss,1.73,30.23,26.01,2,Cost per delivery
pharma,Sharjah,Tier-2 suburban,2.76,5.29,3.1,11.47,27.84,6–10 pm,4,Competitor B,5.81,20.5,3.52,22.18,Bike,2.05,37.61,Vehicle breakdown,13.22,2,11,44.41,0,Damaged goods,No,27.97,5.79,Cost over speed,3,7,93,Heavy,40,Afternoon,"[2, 1, 4, 3, 5]","[3, 2, 1, 5, 4]",Speed,"CO₂ reporting, Real-time tracking",3 misses,2.24,24.19,32.17,11,CSAT
other,Dubai,Tier-1 urban,17.09,5.62,12.25,72.63,7.64,6–10 pm,2,Competitor B,6.77,26.61,3.46,32.08,Van,1.61,50.49,Wrong routing,21.88,4,-2,17.82,1,Late delivery,Yes,9.15,0.56,Both equal,1,6,80,Moderate,61,Anytime,"[4, 1, 2, 5, 3]","[3, 5, 2, 4, 1]",Service,AI ETA accuracy,5 misses,1.03,34.16,23.83,3,Delivery time
pharma,Ras Al Khaimah,Tier-2 suburban,56.89,3.49,18.59,3.52,27.95,6–10 am,4,Competitor B,7.2,12.21,2.84,20.12,Van,3.53,41.12,Traffic,16.38,8,-5,32.89,1,Late delivery,No,38.82,2.0,Cost over speed,4,7,82,Moderate,54,Evening,"[3, 5, 2, 4, 1]","[4, 5, 2, 3, 1]",Speed,AI ETA accuracy,After 1 miss,1.76,15.25,18.49,6,On-time %
other,Ras Al Khaimah,Tier-2 suburban,23.64,2.01,14.14,36.3,18.36,6–10 am,1,Traditional 3PL,4.68,14.47,3.11,21.9,Van,3.01,33.99,Vehicle breakdown,32.86,2,5,27.26,0,Late delivery,No,21.75,4.93,Cost over speed,1,2,27,Light,6,Afternoon,"[3, 5, 2, 4, 1]","[5, 2, 4, 3, 1]",Service,"Real-time tracking, CO₂ reporting, AI ETA accuracy",3 misses,0.93,15.09,13.77,8,CSAT
groceries,Ajman,Tier-1 urban,40.71,1.31,3.41,47.2,10.41,10 am–2 pm,5,Competitor B,5.41,17.65,2.39,17.48,Van,1.85,45.35,Traffic,27.04,5,66,55.51,2,Late delivery,Yes,30.8,7.15,Cost over speed,5,2,88,Moderate,23,Morning,"[1, 3, 5, 2, 4]","[1, 3, 2, 4, 5]",Cost,"AI ETA accuracy, COD handling",After 1 miss,1.15,44.76,46.89,11,Cost per delivery
e-commerce,Ras Al Khaimah,Tier-1 urban,1.0,1.44,18.76,4.84,26.02,2–6 pm,3,Competitor B,6.52,40.71,3.91,50.0,Bike,2.05,40.14,Driver shortage,33.38,5,96,18.93,0,Late delivery,Yes,30.33,4.4,Both equal,2,9,90,Heavy,46,Afternoon,"[1, 5, 3, 2, 4]","[3, 4, 1, 2, 5]",Speed,"CO₂ reporting, AI ETA accuracy",After 1 miss,2.17,20.71,2.41,7,CSAT
fashion,Abu Dhabi,Tier-1 urban,48.83,1.29,21.0,12.09,56.12,6–10 pm,5,Competitor B,5.28,40.02,3.03,10.72,Truck,1.63,8.18,Driver shortage,20.0,2,-87,19.47,1,Late delivery,Yes,39.0,5.83,Both equal,2,1,89,Moderate,80,Morning,"[1, 2, 5, 4, 3]","[4, 2, 5, 3, 1]",Speed,"Real-time tracking, COD handling, 24/7 support",5 misses,2.9,30.18,3.93,11,CO₂ emissions
groceries,Abu Dhabi,Tier-1 urban,17.52,1.17,7.44,13.37,11.03,2–6 pm,4,Competitor B,6.51,32.36,3.98,25.76,Van,1.24,16.57,Wrong routing,37.31,5,3,28.59,1,High cost,No,16.37,0.22,Both equal,2,9,19,Moderate,96,Anytime,"[4, 5, 3, 2, 1]","[5, 3, 2, 4, 1]",Service,"CO₂ reporting, 24/7 support",After 1 miss,0.5,40.84,11.26,10,On-time %
electronics,Sharjah,Tier-1 urban,22.85,3.38,11.56,5.91,34.49,2–6 pm,3,Traditional 3PL,11.18,19.33,3.55,16.37,Bike,1.24,4.81,Driver shortage,40.38,9,-89,61.86,2,Other,No,31.0,5.49,Cost over speed,2,7,28,Moderate,6,Morning,"[3, 5, 1, 4, 2]","[3, 1, 2, 4, 5]",Tech features,"Real-time tracking, CO₂ reporting",After 1 miss,2.23,45.01,31.16,7,CSAT
other,Sharjah,Tier-2 suburban,53.98,5.24,6.87,58.15,48.78,10 am–2 pm,1,Traditional 3PL,3.41,38.57,3.23,12.9,Truck,2.21,43.77,Traffic,7.76,9,-41,28.9,1,Late delivery,No,41.28,2.1,Both equal,4,2,19,Light,84,Anytime,"[3, 2, 5, 4, 1]","[3, 5, 2, 4, 1]",Cost,"Real-time tracking, 24/7 support",3 misses,2.47,44.58,36.44,2,Cost per delivery
e-commerce,Ajman,Tier-2 suburban,38.74,5.1,32.45,1.54,65.45,6–10 am,5,Competitor A,3.12,5.0,3.51,19.41,Van,0.92,23.82,Vehicle breakdown,49.07,6,59,20.08,0,Damaged goods,Yes,31.85,5.15,Both equal,4,1,68,Light,97,Afternoon,"[3, 1, 4, 5, 2]","[2, 4, 3, 1, 5]",Tech features,Real-time tracking,3 misses,1.38,48.8,61.63,9,CO₂ emissions
e-commerce,Sharjah,Tier-1 urban,32.24,0.38,14.46,26.66,22.6,6–10 am,3,Traditional 3PL,5.69,17.99,3.39,17.68,Van,1.23,66.84,Customs,28.2,7,66,4.73,1,Late delivery,Yes,32.23,1.47,Cost over speed,1,7,63,Moderate,12,Morning,"[2, 1, 4, 5, 3]","[3, 1, 4, 5, 2]",Reliability,"24/7 support, COD handling",5 misses,3.05,28.92,26.38,10,Delivery time
electronics,Ras Al Khaimah,Tier-1 urban,37.41,4.89,29.99,43.99,47.35,2–6 pm,3,Traditional 3PL,4.92,18.8,3.87,25.82,Truck,2.3,43.76,Wrong routing,7.44,6,31,67.53,1,Late delivery,No,8.34,2.98,Cost over speed,2,7,87,Light,38,Afternoon,"[5, 4, 1, 2, 3]","[4, 1, 3, 2, 5]",Speed,24/7 support,3 misses,2.7,13.38,12.14,10,Delivery time
pharma,Dubai,Tier-1 urban,46.66,2.75,17.01,19.17,14.63,6–10 am,5,Traditional 3PL,2.46,14.68,3.27,32.4,Truck,1.15,26.03,Traffic,30.63,3,33,13.09,2,Damaged goods,Yes,21.65,6.41,Both equal,4,8,11,Moderate,66,Evening,"[4, 2, 5, 3, 1]","[1, 2, 3, 4, 5]",Cost,COD handling,5 misses,1.59,21.61,40.15,10,Delivery time
e-commerce,Ajman,Tier-1 urban,32.78,4.56,5.99,34.62,2.4,2–6 pm,4,In-house,6.28,19.08,3.38,21.44,Van,1.26,41.58,Driver shortage,33.43,6,49,49.17,0,High cost,Yes,28.89,3.14,Cost over speed,1,5,48,Heavy,57,Afternoon,"[5, 2, 4, 1, 3]","[2, 5, 1, 4, 3]",Speed,AI ETA accuracy,After 1 miss,2.02,12.8,69.5,9,Delivery time
e-commerce,Sharjah,Tier-2 suburban,38.39,4.03,17.07,57.08,8.49,2–6 pm,2,Traditional 3PL,6.35,12.46,3.16,26.61,Bike,1.93,7.92,Traffic,17.63,6,-16,58.28,0,Late delivery,Yes,26.71,4.68,Both equal,1,1,60,Light,52,Morning,"[2, 4, 3, 5, 1]","[3, 2, 4, 5, 1]",Reliability,"Real-time tracking, 24/7 support",5 misses,1.4,28.42,44.59,8,Delivery time
e-commerce,Sharjah,Tier-2 suburban,25.0,4.84,15.75,22.22,16.81,6–10 am,3,Competitor B,5.54,10.74,3.84,50.0,Bike,2.05,19.14,Wrong routing,12.07,8,5,29.23,0,Poor support,No,23.79,7.06,Cost over speed,3,2,54,Heavy,74,Morning,"[2, 3, 1, 5, 4]","[5, 1, 2, 3, 4]",Speed,AI ETA accuracy,After 1 miss,2.78,62.18,38.15,2,Cost per delivery
fashion,Dubai,Tier-1 urban,17.01,7.05,22.48,24.37,45.11,6–10 pm,2,In-house,3.55,19.82,2.93,18.8,Truck,1.61,9.93,Traffic,47.29,8,72,21.48,0,High cost,Yes,37.8,2.9,Both equal,3,6,84,Moderate,49,Afternoon,"[4, 3, 2, 5, 1]","[1, 5, 3, 2, 4]",Cost,"CO₂ reporting, Real-time tracking, 24/7 support",5 misses,1.85,12.3,38.83,2,Cost per delivery
e-commerce,Sharjah,Tier-1 urban,18.93,3.09,2.89,55.68,7.39,10 am–2 pm,3,In-house,1.0,12.19,3.57,22.89,Truck,1.71,14.15,Driver shortage,16.54,1,-79,25.11,1,Late delivery,Yes,22.18,2.71,Both equal,4,3,42,Heavy,98,Afternoon,"[4, 5, 3, 1, 2]","[1, 4, 3, 2, 5]",Tech features,"Real-time tracking, CO₂ reporting, COD handling",Would stay,2.68,27.85,28.94,9,CSAT
groceries,Ras Al Khaimah,Tier-2 suburban,7.56,5.8,15.42,43.51,52.41,6–10 pm,2,Competitor A,7.31,31.46,2.32,19.84,Van,1.02,12.7,Vehicle breakdown,47.5,7,-96,16.89,4,Damaged goods,No,34.15,12.01,Cost over speed,4,8,59,Light,99,Anytime,"[3, 5, 2, 4, 1]","[2, 4, 3, 5, 1]",Reliability,COD handling,5 misses,5.0,17.18,47.06,3,CSAT
electronics,Dubai,Tier-1 urban,40.36,2.62,16.82,36.05,44.28,6–10 pm,3,Competitor A,5.38,19.11,2.63,20.05,Van,1.21,32.73,Vehicle breakdown,44.44,2,-73,30.93,1,Late delivery,Yes,10.62,5.24,Cost over speed,3,5,33,Heavy,6,Afternoon,"[3, 1, 5, 4, 2]","[4, 5, 3, 2, 1]",Service,"AI ETA accuracy, CO₂ reporting",5 misses,1.02,29.1,9.09,8,CSAT
groceries,Sharjah,Tier-1 urban,53.49,0.2,11.5,39.95,39.74,6–10 am,4,Traditional 3PL,6.05,13.78,2.35,25.76,Van,1.51,28.81,Customs,7.79,5,-12,32.62,0,High cost,No,26.19,0.44,Cost over speed,3,6,71,Heavy,68,Morning,"[2, 1, 5, 3, 4]","[5, 2, 3, 1, 4]",Reliability,"AI ETA accuracy, CO₂ reporting",3 misses,2.8,26.8,47.88,8,Cost per delivery
e-commerce,Dubai,Tier-2 suburban,41.01,4.03,28.02,10.74,1.62,10 am–2 pm,2,Competitor B,3.35,7.28,3.74,25.0,Truck,2.34,19.81,Traffic,19.31,9,-40,40.73,1,Late delivery,No,26.66,20.0,Speed over cost,1,4,64,Heavy,42,Morning,"[3, 4, 1, 5, 2]","[5, 2, 3, 1, 4]",Reliability,"24/7 support, Real-time tracking",Would stay,3.94,35.62,49.46,4,CO₂ emissions
fashion,Ras Al Khaimah,Tier-2 suburban,46.7,2.87,6.87,53.19,16.26,6–10 am,2,Traditional 3PL,4.69,41.11,2.38,27.78,Van,1.48,40.3,Customs,19.62,2,12,53.22,1,Late delivery,No,37.86,3.86,Cost over speed,5,5,79,Heavy,30,Morning,"[5, 3, 4, 2, 1]","[4, 1, 2, 3, 5]",Cost,"24/7 support, CO₂ reporting",After 1 miss,2.03,43.44,9.77,7,Cost per delivery
e-commerce,Abu Dhabi,Tier-1 urban,51.54,2.3,15.46,10.03,33.79,2–6 pm,1,Traditional 3PL,6.23,25.19,6.0,50.0,Van,2.03,16.52,Driver shortage,5.18,8,-69,28.9,1,Damaged goods,Yes,57.11,11.49,Cost over speed,1,2,93,Light,99,Evening,"[2, 5, 4, 1, 3]","[5, 1, 3, 2, 4]",Speed,"COD handling, Real-time tracking, AI ETA accuracy",After 1 miss,1.12,18.15,12.01,10,Delivery time
fashion,Dubai,Rural,29.35,4.62,7.63,28.8,20.47,10 am–2 pm,1,Traditional 3PL,7.56,5.0,3.27,12.55,Van,1.24,46.59,Driver shortage,29.11,10,-82,20.12,2,Damaged goods,Yes,44.98,8.34,Cost over speed,5,6,34,Moderate,88,Anytime,"[5, 1, 4, 2, 3]","[1, 5, 2, 3, 4]",Tech features,AI ETA accuracy,After 1 miss,2.62,37.58,29.47,9,Cost per delivery
fashion,Dubai,Tier-1 urban,26.5,4.68,7.76,42.07,21.97,6–10 pm,4,Traditional 3PL,3.76,23.37,2.87,14.15,Bike,1.85,16.24,Driver shortage,12.21,4,-6,57.17,0,Damaged goods,No,20.75,2.55,Both equal,3,6,27,Heavy,13,Evening,"[5, 1, 2, 4, 3]","[4, 2, 1, 3, 5]",Tech features,"24/7 support, Real-time tracking",3 misses,2.37,10.31,22.9,10,CSAT
groceries,Sharjah,Tier-2 suburban,59.25,6.48,29.05,21.38,64.74,10 am–2 pm,1,Competitor B,4.96,38.05,4.01,24.13,Bike,1.63,62.92,Wrong routing,20.31,5,-24,39.52,1,Late delivery,Yes,22.25,6.33,Both equal,2,9,80,Moderate,25,Evening,"[3, 4, 1, 2, 5]","[4, 1, 2, 3, 5]",Tech features,COD handling,After 1 miss,0.96,20.31,10.46,9,CSAT
groceries,Dubai,Tier-1 urban,9.67,5.61,11.46,31.47,43.06,2–6 pm,4,Traditional 3PL,5.4,15.19,3.04,13.1,Van,1.63,30.02,Traffic,48.72,4,-36,40.22,0,Late delivery,Yes,17.96,4.44,Cost over speed,3,2,14,Moderate,10,Morning,"[4, 3, 5, 2, 1]","[2, 1, 5, 3, 4]",Tech features,"Real-time tracking, CO₂ reporting, AI ETA accuracy",5 misses,2.18,33.19,18.1,9,Delivery time
groceries,Sharjah,Tier-2 suburban,41.35,5.41,17.56,7.92,14.55,6–10 pm,3,Traditional 3PL,7.41,11.69,3.14,25.09,Van,1.52,10.31,Customs,28.93,9,28,28.83,2,Poor support,Yes,8.83,6.93,Cost over speed,3,8,84,Light,5,Anytime,"[1, 2, 3, 4, 5]","[3, 5, 4, 1, 2]",Cost,"Real-time tracking, CO₂ reporting",After 1 miss,2.17,20.63,1.58,7,Cost per delivery
pharma,Ras Al Khaimah,Rural,118.17,2.67,5.98,47.03,27.48,2–6 pm,5,Traditional 3PL,4.59,24.21,2.61,13.43,Truck,0.79,18.53,Traffic,30.7,2,44,54.1,1,Damaged goods,Yes,3.45,2.72,Both equal,5,9,76,Moderate,80,Morning,"[2, 4, 3, 1, 5]","[3, 1, 2, 4, 5]",Cost,Real-time tracking,Would stay,3.35,34.53,15.11,1,Cost per delivery
fashion,Ajman,Tier-1 urban,13.85,0.96,13.08,8.76,26.85,6–10 am,1,Competitor B,2.99,27.16,3.36,26.41,Van,0.95,9.44,Traffic,29.08,7,-40,35.03,1,Late delivery,No,31.04,2.17,Speed over cost,4,5,1,Moderate,17,Anytime,"[3, 5, 2, 4, 1]","[1, 4, 5, 3, 2]",Tech features,"Real-time tracking, CO₂ reporting, 24/7 support",After 1 miss,1.34,9.68,25.89,10,On-time %
fashion,Dubai,Tier-2 suburban,59.93,2.02,19.99,76.36,4.28,10 am–2 pm,4,Competitor B,3.75,15.23,4.15,19.74,Bike,1.37,14.77,Traffic,15.44,4,27,40.33,2,High cost,Yes,37.41,4.51,Both equal,3,9,43,Heavy,38,Morning,"[4, 5, 3, 1, 2]","[1, 2, 4, 5, 3]",Cost,"COD handling, CO₂ reporting",After 1 miss,3.67,61.76,4.7,11,Delivery time
pharma,Ras Al Khaimah,Tier-2 suburban,61.7,0.2,6.63,28.43,54.34,6–10 am,1,Competitor A,1.41,50.68,3.29,37.14,Van,0.82,23.09,Driver shortage,53.5,5,-60,44.38,2,Late delivery,Yes,15.56,8.93,Speed over cost,4,3,31,Heavy,20,Morning,"[1, 4, 2, 5, 3]","[3, 4, 5, 1, 2]",Service,COD handling,5 misses,2.94,22.69,8.11,3,CO₂ emissions
electronics,Sharjah,Tier-1 urban,52.93,3.43,12.11,15.14,52.19,6–10 am,1,Competitor A,5.71,8.23,6.0,50.0,Bike,1.99,45.29,Vehicle breakdown,60.41,10,-56,42.38,0,Damaged goods,No,53.35,2.15,Cost over speed,3,7,12,Moderate,95,Afternoon,"[4, 3, 5, 2, 1]","[3, 2, 1, 4, 5]",Service,"Real-time tracking, COD handling",After 1 miss,2.25,4.1,43.38,1,Delivery time
other,Dubai,Tier-2 suburban,40.47,0.2,19.35,51.03,40.63,10 am–2 pm,3,Traditional 3PL,6.63,17.43,3.44,18.5,Bike,1.97,19.97,Traffic,22.68,7,39,8.89,1,Late delivery,Yes,18.67,9.56,Both equal,4,2,7,Moderate,55,Morning,"[4, 1, 5, 2, 3]","[3, 4, 2, 5, 1]",Speed,"Real-time tracking, AI ETA accuracy",5 misses,3.51,40.5,24.3,10,CSAT
other,Dubai,Rural,29.53,6.67,31.28,19.01,28.64,10 am–2 pm,2,Traditional 3PL,5.36,16.2,3.43,16.02,Van,2.21,21.32,Traffic,23.31,1,-6,36.96,1,Late delivery,Yes,28.49,11.23,Cost over speed,5,1,70,Moderate,19,Afternoon,"[4, 2, 3, 5, 1]","[3, 4, 1, 2, 5]",Service,"Real-time tracking, 24/7 support, AI ETA accuracy",Would stay,2.5,45.43,11.39,1,CSAT
groceries,Dubai,Tier-2 suburban,38.08,4.67,8.72,51.03,4.83,2–6 pm,5,In-house,5.23,26.29,3.33,14.51,Truck,1.42,22.92,Traffic,42.88,1,35,43.85,0,Damaged goods,No,10.58,4.83,Speed over cost,4,4,33,Light,14,Afternoon,"[2, 3, 1, 4, 5]","[3, 1, 4, 2, 5]",Reliability,"24/7 support, AI ETA accuracy, CO₂ reporting",After 1 miss,1.13,45.5,73.98,9,Delivery time
groceries,Ajman,Tier-1 urban,200.0,4.67,19.51,7.53,1.61,10 am–2 pm,3,Traditional 3PL,2.86,26.3,3.53,25.05,Truck,2.05,29.75,Vehicle breakdown,26.39,1,60,5.72,1,Late delivery,Yes,27.25,3.1,Cost over speed,4,4,99,Heavy,47,Evening,"[2, 4, 1, 5, 3]","[5, 2, 1, 4, 3]",Cost,"24/7 support, Real-time tracking, AI ETA accuracy",5 misses,2.46,2.04,25.62,4,CSAT
pharma,Dubai,Tier-1 urban,38.51,8.95,20.12,30.71,18.04,2–6 pm,2,Competitor B,4.77,22.09,3.45,20.35,Van,1.7,13.72,Traffic,2.93,2,8,8.74,0,High cost,No,34.09,5.85,Both equal,1,2,75,Moderate,35,Evening,"[5, 4, 3, 2, 1]","[5, 2, 3, 1, 4]",Service,"AI ETA accuracy, COD handling, CO₂ reporting",Would stay,1.77,22.31,10.37,6,CSAT
other,Dubai,Tier-1 urban,31.01,2.58,19.11,41.36,46.21,6–10 am,3,Traditional 3PL,1.19,23.9,3.38,50.0,Van,2.44,41.86,Traffic,30.48,5,-87,27.16,0,Damaged goods,Yes,14.43,7.82,Cost over speed,3,6,61,Moderate,1,Morning,"[5, 3, 2, 4, 1]","[3, 2, 4, 1, 5]",Speed,COD handling,3 misses,3.35,30.84,14.04,5,Cost per delivery
e-commerce,Sharjah,Tier-1 urban,13.55,0.2,11.23,19.33,16.72,6–10 am,3,Traditional 3PL,1.29,24.82,4.46,18.93,Truck,1.39,14.0,Traffic,26.23,6,-64,7.23,0,Late delivery,Yes,22.03,3.98,Cost over speed,5,6,99,Light,83,Morning,"[5, 2, 4, 1, 3]","[4, 3, 2, 5, 1]",Cost,"Real-time tracking, COD handling",5 misses,2.92,38.2,23.14,3,CSAT
groceries,Abu Dhabi,Tier-2 suburban,25.05,5.48,7.97,49.9,31.85,6–10 am,5,Competitor B,5.74,15.55,3.84,26.08,Van,1.17,21.48,Customs,6.43,4,-3,27.28,1,Poor support,No,31.56,3.48,Both equal,2,8,49,Moderate,61,Evening,"[3, 4, 5, 2, 1]","[3, 5, 1, 2, 4]",Tech features,AI ETA accuracy,After 1 miss,1.9,40.2,26.76,7,Cost per delivery
pharma,Sharjah,Tier-1 urban,26.82,2.89,24.99,27.81,21.73,10 am–2 pm,1,Competitor A,6.98,17.28,2.36,12.4,Van,0.94,17.94,Traffic,44.0,2,64,20.57,1,Damaged goods,Yes,42.89,5.96,Both equal,2,9,0,Moderate,27,Afternoon,"[3, 5, 2, 4, 1]","[2, 4, 3, 1, 5]",Reliability,"24/7 support, Real-time tracking, COD handling",5 misses,2.47,15.14,32.82,10,Cost per delivery
pharma,Sharjah,Tier-1 urban,41.59,0.25,4.15,7.98,9.78,10 am–2 pm,5,Competitor B,8.81,21.6,3.1,23.06,Van,1.51,63.73,Customs,18.19,3,93,29.18,2,Late delivery,Yes,12.16,0.0,Speed over cost,3,3,27,Moderate,5,Afternoon,"[1, 3, 5, 4, 2]","[5, 3, 2, 1, 4]",Cost,"COD handling, CO₂ reporting, AI ETA accuracy",3 misses,1.61,24.71,39.52,1,Cost per delivery
groceries,Dubai,Tier-1 urban,63.67,7.3,9.22,7.83,42.03,2–6 pm,2,Traditional 3PL,5.62,19.83,2.07,13.52,Bike,1.45,33.59,Wrong routing,20.63,9,-90,37.91,1,Late delivery,Yes,44.27,2.22,Both equal,5,7,94,Heavy,73,Anytime,"[3, 4, 1, 2, 5]","[4, 5, 3, 2, 1]",Service,COD handling,After 1 miss,1.7,22.72,43.7,6,On-time %
